,x,y,time,theta
617.0,5.0,883.5,36.19737982749939,0.3493995872769649
618.0,5.0,883.5,36.238264322280884,0.3493995872769649
619.0,5.5,937.0,36.28849816322327,0.3857891539577754
620.0,5.5,937.0,36.31242871284485,0.3857891539577754
621.0,5.0,928.5,36.38861918449402,0.38003843434650525
622.0,5.0,928.5,36.425517320632935,0.38003843434650525
623.0,5.0,940.0,36.484413862228394,0.3878160097227223
624.0,5.0,940.0,36.52034831047058,0.3878160097227223
625.0,8.0,885.5,36.59212136268616,0.35076816437821906
626.0,8.0,885.5,36.617053508758545,0.35076816437821906
627.0,5.5,919.0,36.6878547668457,0.3735972895087513
628.0,5.5,919.0,36.71079421043396,0.3735972895087513
629.0,5.5,944.0,36.783140420913696,0.3905161966210304
630.0,5.5,944.0,36.80807447433472,0.3905161966210304
631.0,5.0,927.5,36.895347356796265,0.37936110723696154
632.0,5.0,927.5,36.920281171798706,0.37936110723696154
633.0,5.0,927.0,36.99116778373718,0.3790223828666704
634.0,5.0,927.0,37.016135931015015,0.3790223828666704
635.0,5.5,930.0,37.0880126953125,0.38105412075125206
636.0,5.5,930.0,37.111985206604004,0.38105412075125206
637.0,5.5,918.0,37.18337845802307,0.37291842584139595
638.0,5.5,918.0,37.20635175704956,0.37291842584139595
639.0,5.0,906.5,37.2951762676239,0.3650999305865024
640.0,5.0,906.5,37.31711673736572,0.3650999305865024
641.0,5.0,945.0,37.39213180541992,0.3911908342417249
642.0,5.0,945.0,37.41506910324097,0.3911908342417249
643.0,5.0,909.0,37.48772406578064,0.36680140959104196
644.0,5.0,909.0,37.51265788078308,0.36680140959104196
645.0,5.5,921.5,37.58346939086914,0.3752937426631204
646.0,5.5,921.5,37.606404542922974,0.3752937426631204
647.0,5.5,920.0,37.695314168930054,0.37427599185084287
648.0,5.5,920.0,37.718249797821045,0.37427599185084287
649.0,5.5,859.5,37.791752099990845,0.3329277069272691
650.0,5.5,859.5,37.814656019210815,0.3329277069272691
651.0,5.5,1024.5,37.888253927230835,0.44429276069719476
652.0,5.5,1024.5,37.911189556121826,0.44429276069719476
653.0,5.5,923.0,37.984294414520264,0.376311129938885
654.0,5.5,923.0,38.0062735080719,0.376311129938885
655.0,5.0,937.5,38.096595764160156,0.3861270652420385
656.0,5.0,937.5,38.12053322792053,0.3861270652420385
657.0,5.0,976.0,38.19176936149597,0.41202288328873765
658.0,5.0,976.0,38.214707136154175,0.41202288328873765
659.0,5.5,940.0,38.28691744804382,0.3878160097227223
660.0,5.5,940.0,38.3098886013031,0.3878160097227223
661.0,5.0,878.0,38.39974856376648,0.3456327504004067
662.0,5.0,878.0,38.423720598220825,0.3456327504004067
663.0,5.5,905.0,38.49619436264038,0.36407856286001866
664.0,5.5,905.0,38.518096685409546,0.36407856286001866
665.0,5.5,906.5,38.60845136642456,0.3650999305865024
666.0,5.5,906.5,38.634347438812256,0.3650999305865024
667.0,5.5,907.5,38.719449281692505,0.3657806423325149
668.0,5.5,907.5,38.744383811950684,0.3657806423325149
669.0,5.5,942.5,38.83195662498474,0.3895039332148897
670.0,5.5,942.5,38.85489296913147,0.3895039332148897
671.0,5.5,884.0,38.927701234817505,0.3497417907199039
672.0,5.5,884.0,38.950637340545654,0.3497417907199039
673.0,10.5,925.5,39.05660533905029,0.37800596663962865
674.0,10.5,925.5,39.08652448654175,0.37800596663962865
675.0,5.0,908.0,39.16788148880005,0.3661209381460557
676.0,5.0,908.0,39.19081711769104,0.3661209381460557
677.0,5.0,861.5,39.27966070175171,0.3343037965822055
678.0,5.0,861.5,39.30459523200989,0.3343037965822055
679.0,5.0,939.5,39.40888714790344,0.3874783024582748
680.0,5.0,939.5,39.43781018257141,0.3874783024582748
681.0,5.5,926.0,39.51963496208191,0.3783448125558298
682.0,5.5,926.0,39.54656434059143,0.3783448125558298
683.0,5.5,913.0,39.63233304023743,0.36952169109605254
684.0,5.5,913.0,39.65527319908142,0.36952169109605254
685.0,5.5,827.5,39.759992599487305,0.31082651025384717
686.0,5.5,827.5,39.78293228149414,0.31082651025384717
687.0,11.0,838.5,39.87188458442688,0.31844148057238525
688.0,11.0,838.5,39.896851539611816,0.31844148057238525
689.0,5.5,918.0,39.984585762023926,0.37291842584139595
690.0,5.5,918.0,40.01352405548096,0.37291842584139595
691.0,5.0,921.5,40.09629225730896,0.3752937426631204
692.0,5.0,921.5,40.1222505569458,0.3752937426631204
693.0,5.0,918.5,40.20802402496338,0.3732578778345514
694.0,5.0,918.5,40.23096251487732,0.3732578778345514
695.0,5.0,893.0,40.31962537765503,0.35589469633665377
696.0,5.0,893.0,40.34160017967224,0.35589469633665377
697.0,5.0,942.5,40.41536998748779,0.3895039332148897
698.0,5.0,942.5,40.44429159164429,0.3895039332148897
699.0,5.5,939.5,40.52707028388977,0.3874783024582748
700.0,5.5,939.5,40.55599284172058,0.3874783024582748
701.0,5.0,944.0,40.64382243156433,0.3905161966210304
702.0,5.0,944.0,40.694623708724976,0.3905161966210304
703.0,5.5,952.5,40.756507873535156,0.39624538787616753
704.0,5.5,952.5,40.81230664253235,0.39624538787616753
705.0,5.5,917.5,40.86309576034546,0.372578933541661
706.0,5.5,917.5,40.88703107833862,0.372578933541661
707.0,5.5,941.0,40.959890604019165,0.3884913017210834
708.0,5.5,941.0,40.98381304740906,0.3884913017210834
709.0,5.0,983.5,41.07272696495056,0.4170389370650494
710.0,5.0,983.5,41.10260462760925,0.4170389370650494
711.0,5.0,959.5,41.185433864593506,0.4009546223193778
712.0,5.0,959.5,41.22934818267822,0.4009546223193778
713.0,5.5,923.0,41.30039405822754,0.376311129938885
714.0,5.5,923.0,41.3472683429718,0.376311129938885
715.0,5.5,920.0,41.391329526901245,0.37427599185084287
716.0,5.5,920.0,41.41426753997803,0.37427599185084287
717.0,5.5,864.0,41.50819206237793,0.33602303489252233
718.0,5.5,864.0,41.54508447647095,0.33602303489252233
719.0,5.0,889.5,41.620174407958984,0.35350342289779096
720.0,5.0,889.5,41.66106057167053,0.35350342289779096
721.0,5.5,954.0,41.72855043411255,0.39725518929367126
722.0,5.5,954.0,41.75052571296692,0.39725518929367126
723.0,5.5,1089.5,41.83915567398071,0.4869100796680829
724.0,5.5,1089.5,41.86209297180176,0.4869100796680829
725.0,5.5,956.5,41.93641662597656,0.39893736817405073
726.0,5.5,956.5,41.959322929382324,0.39893736817405073
727.0,5.0,942.5,42.048774003982544,0.3895039332148897
728.0,5.0,942.5,42.07765531539917,0.3895039332148897
729.0,5.5,924.5,42.143030643463135,0.3773281533466278
730.0,5.5,924.5,42.16596746444702,0.3773281533466278
731.0,5.5,893.5,42.2401807308197,0.3562361482433634
732.0,5.5,893.5,42.26212239265442,0.3562361482433634
733.0,5.5,944.5,42.335477352142334,0.39085353590421595
734.0,5.5,944.5,42.359445571899414,0.39085353590421595
735.0,5.0,943.0,42.44717764854431,0.38984139526460754
736.0,5.0,943.0,42.47111415863037,0.38984139526460754
737.0,5.5,940.0,42.54342818260193,0.3878160097227223
738.0,5.5,940.0,42.56636309623718,0.3878160097227223
739.0,5.5,942.5,42.639524698257446,0.3895039332148897
740.0,5.5,942.5,42.66246175765991,0.3895039332148897
741.0,5.5,927.5,42.75140452384949,0.37936110723696154
742.0,5.5,927.5,42.775338649749756,0.37936110723696154
743.0,1766.0,797.5,42.847779273986816,0.28996572490161915
744.0,1766.0,797.5,42.870713233947754,0.28996572490161915
745.0,5.5,954.5,42.94352102279663,0.3975917074486142
746.0,5.5,954.5,42.96645927429199,0.3975917074486142
747.0,13.0,857.0,43.03926491737366,0.3312067225485357
748.0,13.0,857.0,43.06220316886902,0.3312067225485357
749.0,5.928571462631226,945.5,43.15219211578369,0.39152809162182795
750.0,5.928571462631226,945.5,43.17919158935547,0.39152809162182795
751.0,5.0,928.5,43.247840881347656,0.38003843434650525
752.0,5.0,928.5,43.27045679092407,0.38003843434650525
753.0,5.5,912.0,43.34385323524475,0.3688418615620895
754.0,5.5,912.0,43.368854999542236,0.3688418615620895
755.0,5.5,897.5,43.43914842605591,0.35896633374282777
756.0,5.5,897.5,43.461124658584595,0.35896633374282777
757.0,5.5,869.5,43.55240726470947,0.33980193376225615
758.0,5.5,869.5,43.57634258270264,0.33980193376225615
759.0,5.0,942.5,43.64715361595154,0.3895039332148897
760.0,5.0,942.5,43.670127153396606,0.3895039332148897
761.0,5.5,934.0,43.760531425476074,0.3837608305361743
762.0,5.5,934.0,43.79144906997681,0.3837608305361743
763.0,5.5,913.5,43.872087478637695,0.36986154559606815
764.0,5.5,913.5,43.895060539245605,0.36986154559606815
765.0,5.5,913.5,43.968955993652344,0.36986154559606815
766.0,5.5,913.5,43.99284601211548,0.36986154559606815
767.0,5.5,882.5,44.07911419868469,0.3487150621351485
768.0,5.5,882.5,44.10105514526367,0.3487150621351485
769.0,5.0,931.0,44.19121813774109,0.38173104204012104
770.0,5.0,931.0,44.21315836906433,0.38173104204012104
771.0,5.0,927.0,44.30365800857544,0.3790223828666704
772.0,5.0,927.0,44.32559823989868,0.3790223828666704
773.0,5.5,863.0,44.39940166473389,0.335335456165804
774.0,5.5,863.0,44.422341108322144,0.335335456165804
775.0,5.5,895.0,44.51232147216797,0.35726026580064035
776.0,5.5,895.0,44.535314321517944,0.35726026580064035
777.0,5.5,840.0,44.623900413513184,0.3194784571827835
778.0,5.5,840.0,44.64886546134949,0.3194784571827835
779.0,5.0,1066.5,44.73625040054321,0.47191382719218117
780.0,5.0,1066.5,44.75818920135498,0.47191382719218117
781.0,5.5,982.0,44.847153425216675,0.41603647797396265
782.0,5.5,982.0,44.871089696884155,0.41603647797396265
783.0,5.0,889.5,44.94342660903931,0.35350342289779096
784.0,5.0,889.5,44.96636414527893,0.35350342289779096
785.0,5.0,932.5,45.05557179450989,0.3827461192604494
786.0,5.0,932.5,45.078508377075195,0.3827461192604494
787.0,5.5,928.5,45.168006896972656,0.38003843434650525
788.0,5.5,928.5,45.191001653671265,0.38003843434650525
789.0,5.5,976.5,45.27960515022278,0.41235757890822505
790.0,5.5,976.5,45.3045392036438,0.41235757890822505
791.0,5.5,910.5,45.39155197143555,0.3678218161141558
792.0,5.5,910.5,45.41349172592163,0.3678218161141558
793.0,5.0,889.5,45.48811197280884,0.35350342289779096
794.0,5.0,889.5,45.50905084609985,0.35350342289779096
795.0,5.5,919.0,45.60000777244568,0.3735972895087513
796.0,5.5,919.0,45.62494158744812,0.3735972895087513
797.0,5.5,879.0,45.71170949935913,0.34631798384358864
798.0,5.5,879.0,45.73963451385498,0.34631798384358864
799.0,5.5,865.5,45.82405948638916,0.33705411121468926
800.0,5.5,865.5,45.85198473930359,0.33705411121468926
801.0,5.0,941.0,45.922929525375366,0.3884913017210834
802.0,5.0,941.0,45.980769872665405,0.3884913017210834
803.0,5.5,921.5,46.035624980926514,0.3752937426631204
804.0,5.5,921.5,46.09845495223999,0.3752937426631204
805.0,5.5,920.0,46.14632821083069,0.37427599185084287
806.0,5.5,920.0,46.19943642616272,0.37427599185084287
807.0,5.5,931.5,46.260798931121826,0.38206944175401886
808.0,5.5,931.5,46.30567502975464,0.38206944175401886
809.0,5.5,918.5,46.371731996536255,0.3732578778345514
810.0,5.5,918.5,46.42558550834656,0.3732578778345514
811.0,11.0,934.5,46.46548080444336,0.3840989862509869
812.0,11.0,934.5,46.502896308898926,0.3840989862509869
813.0,9.833333492279053,819.0,46.58023428916931,0.3049296550121025
814.0,9.833333492279053,819.0,46.634116888046265,0.3049296550121025
815.0,8.0,976.5,46.687971353530884,0.41235757890822505
816.0,8.0,976.5,46.71187496185303,0.41235757890822505
817.0,5.0,921.5,46.80266094207764,0.3752937426631204
818.0,5.0,921.5,46.83357763290405,0.3752937426631204
819.0,5.5,921.5,46.914636850357056,0.3752937426631204
820.0,5.5,921.5,46.95256590843201,0.3752937426631204
821.0,5.0,884.0,47.00995659828186,0.3497417907199039
822.0,5.0,884.0,47.03189706802368,0.3497417907199039
823.0,5.5,841.5,47.119524002075195,0.3205150897618179
824.0,5.5,841.5,47.14349818229675,0.3205150897618179
825.0,5.5,935.5,47.23272943496704,0.38477517554303925
826.0,5.5,935.5,47.261651039123535,0.38477517554303925
827.0,5.5,934.0,47.34467816352844,0.3837608305361743
828.0,5.5,934.0,47.37563133239746,0.3837608305361743
829.0,6.526315689086914,905.0,47.439101696014404,0.36407856286001866
830.0,6.526315689086914,905.0,47.46207571029663,0.36407856286001866
831.0,5.5,948.5,47.552245140075684,0.39355077514161146
832.0,5.5,948.5,47.5851936340332,0.39355077514161146
833.0,5.5,951.0,47.66368079185486,0.3952352162717557
834.0,5.5,951.0,47.68665552139282,0.3952352162717557
835.0,5.5,940.0,47.7757568359375,0.3878160097227223
836.0,5.5,940.0,47.79769802093506,0.3878160097227223
837.0,5.5,928.5,47.8871796131134,0.38003843434650525
838.0,5.5,928.5,47.91011714935303,0.38003843434650525
839.0,5.5,955.5,47.9833025932312,0.39826462021315395
840.0,5.5,955.5,48.007235288619995,0.39826462021315395
841.0,5.5,823.0,48.09587287902832,0.3077060042580227
842.0,5.5,823.0,48.11981415748596,0.3077060042580227
843.0,5.5,890.5,48.2078800201416,0.3541868419807351
844.0,5.5,890.5,48.22981858253479,0.3541868419807351
845.0,5.0,910.5,48.32410478591919,0.3678218161141558
846.0,5.0,910.5,48.3580060005188,0.3678218161141558
847.0,5.5,855.0,48.43124485015869,0.32982923827768845
848.0,5.5,855.0,48.453184843063354,0.32982923827768845
849.0,5.5,923.5,48.527610063552856,0.37665017818758845
850.0,5.5,923.5,48.55154275894165,0.37665017818758845
851.0,5.0,951.0,48.64006447792053,0.3952352162717557
852.0,5.0,951.0,48.672017097473145,0.3952352162717557
853.0,5.5,912.0,48.73530411720276,0.3688418615620895
854.0,5.5,912.0,48.75828242301941,0.3688418615620895
855.0,5.0,944.5,48.84742331504822,0.39085353590421595
856.0,5.0,944.5,48.873353719711304,0.39085353590421595
857.0,5.0,935.5,48.94358682632446,0.38477517554303925
858.0,5.0,935.5,48.96655893325806,0.38477517554303925
859.0,5.5,944.5,49.0400128364563,0.39085353590421595
860.0,5.5,944.5,49.06394910812378,0.39085353590421595
861.0,5.5,896.5,49.136110067367554,0.35828402584152536
862.0,5.5,896.5,49.15808820724487,0.35828402584152536
863.0,6.5,965.0,49.40733313560486,0.4046490589950526
864.0,5.0,945.5,49.52302551269531,0.39152809162182795
865.0,5.5,929.5,49.57093143463135,0.3807155992004339
866.0,5.0,916.0,49.64970016479492,0.3715602149269224
867.0,5.0,916.0,49.683608055114746,0.3715602149269224
868.0,5.5,917.5,49.74642610549927,0.372578933541661
869.0,5.5,917.5,49.77036094665527,0.372578933541661
870.0,5.0,938.5,49.83917808532715,0.38680276545810105
871.0,5.0,938.5,49.86411190032959,0.38680276545810105
872.0,5.5,915.0,49.95187735557556,0.37088086787830826
873.0,5.5,915.0,49.973819971084595,0.37088086787830826
874.0,5.0,887.5,50.04816126823425,0.3521361098657844
875.0,5.0,887.5,50.07010340690613,0.3521361098657844
876.0,5.0,937.0,50.142908573150635,0.3857891539577754
877.0,5.0,937.0,50.16887903213501,0.3857891539577754
878.0,5.5,944.0,50.239511251449585,0.3905161966210304
879.0,5.5,944.0,50.26449418067932,0.3905161966210304
880.0,8.5,938.5,50.35101079940796,0.38680276545810105
881.0,8.5,938.5,50.37694263458252,0.38680276545810105
882.0,5.5,931.5,50.44727349281311,0.38206944175401886
883.0,5.5,931.5,50.470210790634155,0.38206944175401886
884.0,5.0,932.5,50.54363465309143,0.3827461192604494
885.0,5.0,932.5,50.565576791763306,0.3827461192604494
886.0,5.5,913.5,50.63918352127075,0.36986154559606815
887.0,5.5,913.5,50.66215777397156,0.36986154559606815
888.0,5.5,928.5,50.752612590789795,0.38003843434650525
889.0,5.5,928.5,50.78456115722656,0.38003843434650525
890.0,5.5,963.5,50.84739804267883,0.4036419817243791
891.0,5.5,963.5,50.87133502960205,0.4036419817243791
892.0,5.5,897.5,50.94712996482849,0.35896633374282777
893.0,5.5,897.5,50.97805070877075,0.35896633374282777
894.0,5.0,902.0,51.05535316467285,0.36203474827690235
895.0,5.0,902.0,51.08626985549927,0.36203474827690235
896.0,5.0,927.0,51.151098012924194,0.3790223828666704
897.0,5.0,927.0,51.17403697967529,0.3790223828666704
898.0,5.5,928.5,51.442978858947754,0.38003843434650525
899.0,5.0,909.5,51.61096215248108,0.3671415851972582
900.0,5.5,940.0,51.672916412353516,0.3878160097227223
901.0,5.5,945.0,51.74981904029846,0.3911908342417249
902.0,5.5,945.0,51.804667472839355,0.3911908342417249
903.0,5.5,916.5,51.85952377319336,0.3718998280720179
904.0,5.5,916.5,51.912373781204224,0.3718998280720179
905.0,5.5,948.5,51.951271533966064,0.39355077514161146
906.0,5.5,948.5,51.97621273994446,0.39355077514161146
907.0,5.0,941.0,52.052003622055054,0.3884913017210834
908.0,5.0,941.0,52.106858253479004,0.3884913017210834
909.0,5.0,917.5,52.147754430770874,0.372578933541661
910.0,5.0,917.5,52.1946222782135,0.372578933541661
911.0,5.5,905.0,52.25945425033569,0.36407856286001866
912.0,5.5,905.0,52.316296100616455,0.36407856286001866
913.0,5.5,981.5,52.36715817451477,0.4157022413457379
914.0,5.5,981.5,52.391093254089355,0.4157022413457379
915.0,5.5,956.5,52.46806025505066,0.39893736817405073
916.0,5.5,956.5,52.51393747329712,0.39893736817405073
917.0,5.0,921.5,52.58093214035034,0.3752937426631204
918.0,5.0,921.5,52.61982727050781,0.3752937426631204
919.0,5.0,879.5,52.69080591201782,0.3466605416165884
920.0,5.0,879.5,52.73220753669739,0.3466605416165884
921.0,5.5,875.5,52.801023721694946,0.3439189796824959
922.0,5.5,875.5,52.82994747161865,0.3439189796824959
923.0,5.5,918.0,52.90080142021179,0.37291842584139595
924.0,5.5,918.0,52.934667348861694,0.37291842584139595
925.0,5.0,896.5,53.008153438568115,0.35828402584152536
926.0,5.0,896.5,53.03013205528259,0.35828402584152536
927.0,4.0,847.0,53.11925959587097,0.32431312628584547
